External ID,Name,Status,Last SO Create Date,Agency Region,County/Ward,Shipping Address,Phone,Day of Week,Monthly Options,Starting Time,Ending Time,By Appointment Only,Food Pantry Requirements,Date of Last Verification,Distribution Models,Food Format ,Additional Note on Hours of Operations,Latitude,Longitude
19719-PART-01,Kings and Priests International Ministries : Kings and Priests International Ministries,Active,2/26/2025,MD,MD Montgomery County,520 Randolph Road Silver Spring MD 20904,(301) 467-6646,Sunday,Every week,12:30 PM,3:30 PM,No,"ID,Zip Code",10/2/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,39.0668325,-77.0191791
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,12805 Georgia Avenue Silver Spring MD 20906,,Monday,Every week,10:00 AM,12:00 PM,No,,10/7/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Participant pick-up/Silver Spring delivery locations,39.0653229,-77.05802
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,12805 Georgia Avenue Silver Spring MD 20906,,Tuesday,Every week,10:00 AM,11:00 AM,No,,10/7/2024,Home Delivery,"Loose groceries,Pre-bagged or boxed groceries","Aspen Hill Apartments	13539 Georgia Ave, Silver Spring, MD  20906",39.0653229,-77.05802
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,12805 Georgia Avenue Silver Spring MD 20906,,Saturday,"1st, 2nd, and 4th of the Month",8:00 AM,,No,Income,10/7/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","Wheaton Regional Park	1700 University Blvd. W, Wheaton, MD  20902",39.0653229,-77.05802
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,12805 Georgia Avenue Silver Spring MD 20906,,Friday,3rd of the Month,8:00 AM,,No,,10/7/2024,Home Delivery,Pre-bagged or boxed groceries,"Halpine Hamlet	5511 Halpine Place, Rockville, MD  20851",39.0653229,-77.05802
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,12805 Georgia Avenue Silver Spring MD 20906,,Saturday,3rd of the Month,8:00 AM,10:00 AM,No,,10/7/2024,"Drive thru,Walk up",Pre-bagged or boxed groceries,"Silver Spring Assembly (also storage location)	12805 Georgia Ave, Silver Spring, MD  20906",39.0653229,-77.05802
19746-PART-01,CAC Bethel Fellowship Church : CAC Bethel Fellowship Church,Active,2/21/2025,MD,MD Prince George's County,7513 Northern Avenue Glenn Dale MD 20769,(301) 352-2900,Saturday,3rd of the Month,9:00 AM,3:00 PM,No,,10/3/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.9934902,-76.8201446
19770-PART-01,Apostolic Church Glorious Vision : Apostolic Church Glorious Vision,Active,2/3/2025,MD,MD Prince George's County,3004 Enterprise Road Bowie MD 20721,(757) 275-3905,Sunday,2nd and 4th of the Month,1:00 PM,3:00 PM,No,Zip Code,10/3/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",20721,38.9316089,-76.8064708
19771-PART-01,"New Hope and Life Church of God, Inc : New Hope and Life Church of God, Inc.",Active,1/11/2025,MD,MD Prince George's County,8616 Edgeworth Drive Capitol Heights MD 20743,(202) 689-4393,Wednesday,Every week,10:00 AM,Until Food Runs Out,No,ID,9/12/2024,Drive thru,"Loose groceries,Pre-bagged or boxed groceries",Appointments can be made in case of emergency,38.880583,-76.85698
19773-PART-01,"Cheer, Inc : Cheer, Inc.",Active,1/8/2025,MD,MD Montgomery County,"8720 Carroll Avenue,  Silver Spring MD 20903",(301) 589-3633,Tuesday,1st of the Month,4:00 PM,5:30 PM,No,Zip Code,11/21/2024,Walk up,Pre-bagged or boxed groceries,,38.9940898,-76.9925585
19796-PART-01,Oxon Hill UMC : Oxon Hill UMC,Active,2/15/2025,MD,MD Prince George's County,6400 Livingston Road Oxon Hill MD 20745,(240) 687-1409,Thursday,Every week,11:00 AM,1:00 PM,No,,10/22/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.801123,-76.9862885
19798-PART-01,Christ Embassy Maryland : Christ Embassy Maryland,Active,2/19/2025,MD,MD Prince George's County,1221 Carraway Court Suite 1010 Largo MD 20774,(301) 537-1765,Saturday,Every week,10:00 AM,12:00 PM,No,,10/29/2024,Walk up,Pre-bagged or boxed groceries,,38.874342,-76.792349
19805-PART-01,Calvary Episcopal Church : Calvary Episcopal Church,Active,1/30/2025,DC,DC Ward 6,509 I Street NE Washington DC 20002,(858) 405-6276,Saturday,3rd of the Month,10:00 AM,1:00 PM,Yes,Income,1/31/2025,Walk up,Pre-bagged or boxed groceries,,38.9011223,-76.9987621
19819-PART-01,Impact One Church : Impact One Church,Active,2/26/2025,MD,MD Prince George's County,7230 Central Avenue Capitol Heights MD 20743,(301) 333-2083,Saturday,2nd and 4th of the Month,11:00 AM,1:00 PM,Yes,ID,11/4/2024,Drive thru,"Loose groceries,Pre-bagged or boxed groceries","11 - until supplies last, please stress that client must register and receive an appointment  timeahead of time at this link: impactonechurch.churchcenter.com",38.8883897,-76.8812857
19823-PART-01,Royalhouse Chapel International : Royalhouse Chapel International,Active,2/25/2025,MD,MD Prince George's County,7911 Braygreen Road Laurel MD 20707,(301) 437-9441,Tuesday,Every week,12:30 PM,2:00 PM,Yes,Zip Code,10/2/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,39.080402,-76.8707503
19823-PART-01,Royalhouse Chapel International : Royalhouse Chapel International,Active,2/25/2025,MD,MD Prince George's County,7911 Braygreen Road Laurel MD 20707,(301) 437-9441,Saturday,Every Other Week,9:00 AM,12:00 PM,No,Zip Code,10/3/2024,"Drive thru,Home Delivery","Loose groceries,Pre-bagged or boxed groceries",Drive through,39.080402,-76.8707503
19836-PART-01,Jamil-UL Jalil : Jamil-UL Jalil,Active,2/18/2025,MD,MD Prince George's County,10845 Lanham Severn Road Glenn Dale MD 20769,(240) 381-1143,Friday,2nd and 3rd of the Month,9:30 AM,11:00 AM,No,,10/22/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Distribution stopped for prayer time,38.9859145,-76.8210757
19838-PART-01,Antioch Baptist Church of Clinton : Antioch Baptist Church of Clinton,Active,1/28/2025,MD,MD Prince George's County,9107 Pine View Lane Clinton MD 20735,(301) 868-3877,Friday,2nd of the Month,2:00 PM,5:00 PM,No,Zip Code,9/23/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Montgomery and Prince Georges County residents,38.7645165,-76.8896053
19838-PART-01,Antioch Baptist Church of Clinton : Antioch Baptist Church of Clinton,Active,1/28/2025,MD,MD Prince George's County,9107 Pine View Lane Clinton MD 20735,(301) 868-3877,Saturday,2nd of the Month,10:00 AM,1:00 PM,No,Zip Code,9/23/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Montgomery and Prince Georges County residents,38.7645165,-76.8896053
19843-PART-01,St. Matthias Catholic Church : St. Matthias Catholic Church,Active,2/13/2025,MD,MD Prince George's County,9475 Annapolis Lanham MD 20706,(301) 459-4814,As Needed,2nd of the Month,8:00 AM,12:00 PM,No,,10/10/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Service Insights ID,38.9654817,-76.8450713
19843-PART-01,St. Matthias Catholic Church : St. Matthias Catholic Church,Active,2/13/2025,MD,MD Prince George's County,9475 Annapolis Lanham MD 20706,(301) 459-4814,Friday,2nd and 4th of the Month,9:00 AM,Until Food Runs Out,No,ID,9/23/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Service Insights ID card,38.9654817,-76.8450713
19856-PART-01,Guru Nanak Foundation of America (GNFA) : Guru Nanak Foundation of America (GNFA),Active,2/16/2025,MD,MD Montgomery County,12917 Old Columbia Pike Silver Spring MD 20904,(301) 728-7138,Sunday,2nd and 4th of the Month,12:00 PM,3:00 PM,No,,10/4/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,39.0672323,-76.9621585
19873-PART-01,GAP Food Program : GAP Food Program,Active,1/6/2025,MD,MD Prince George's County,6715 Suitland Road Morningside MD 20746,(202) 528-4321,Sunday,Every week,10:30 AM,1:00 PM,No,,11/22/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.8281417,-76.8942551
21711-PART-01,La Iglesia Episcopal de Santa Maria : La Iglesia Episcopal de Santa Maria,Active,2/26/2025,VA,VA Fairfax County,7000 Arlington Blvd Falls Church VA 22042,(703) 244-1158,Tuesday,1st and 3rd of the Month,4:00 PM,6:00 PM,No,"Income,Zip Code",9/24/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.8685349,-77.1854892
21874-PART-01,DMV Food Justice Initiative : DMV Food Justice Initiative,Active,2/24/2025,VA,VA Fairfax County,3110 Chichester Lane Fairfax VA 22031,(202) 415-9757,Tuesday,Every week,10:00 AM,12:00 PM,No,Zip Code,9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.8645053,-77.2486599
21947-PART-01,Celestial Church of Christ : Celestial Church of Christ,Active,2/15/2025,DC,DC Ward 5,1880 Adams Street NE Washington DC 20018,(240) 467-8399,Saturday,4th of the Month,12:00 PM,2:00 PM,No,,10/11/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.92052,-76.9776265
22016-PART-01,Park Road Community Church : Park Road Community Church,Active,11/5/2024,DC,DC Ward 1,1019 Park Road NW Washington DC 20010,(202) 740-7890,Tuesday,3rd of the Month,12:00 PM,2:00 PM,No,,10/16/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.9322253,-77.027806
22017-PART-01,Loaves & Fishes : Loaves & Fishes,Active,2/6/2025,DC,DC Ward 1,1525 Newton St NW Washington DC 20910,(240) 855-5874,Sunday,Every week,8:30 AM,11:30 AM,No,,10/30/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",No verification required,38.9334611,-77.0357738
22207-PART-01,Burke United Methodist Church : Burke United Methodist Church,Active,2/22/2025,VA,VA Fairfax County,6200 Burke Centre Parkway Burke VA 22015,(703) 250-6100,Thursday,Every week,6:00 PM,7:00 PM,No,Zip Code,9/29/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.7839784,-77.2808802
22207-PART-01,Burke United Methodist Church : Burke United Methodist Church,Active,2/22/2025,VA,VA Fairfax County,6200 Burke Centre Parkway Burke VA 22015,(703) 250-6100,Tuesday,Every week,1:00 PM,2:00 PM,No,Zip Code,9/29/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.7839784,-77.2808802
22207-PART-01,Burke United Methodist Church : Burke United Methodist Church,Active,2/22/2025,VA,VA Fairfax County,6200 Burke Centre Parkway Burke VA 22015,(703) 250-6100,Saturday,Every week,9:00 AM,10:00 AM,No,Zip Code,9/29/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.7839784,-77.2808802
22261-PART-01,Greater Little Zion Baptist Church : Greater Little Zion Baptist Church,Active,1/9/2025,VA,VA Fairfax County,10185 Zion Dr Fairfax VA 22032,(703) 728-4513,Saturday,3rd of the Month,10:00 AM,12:00 PM,No,,9/25/2024,"Drive thru,Home Delivery","Loose groceries,Pre-bagged or boxed groceries",,38.8057495,-77.2976149
22380-PART-01,She Believes in Me : She Believes in Me,Active,10/21/2024,VA,VA Fairfax County,761 Elden Street Herndon VA 20170,(703) 328-2512,Wednesday,Every week,10:00 AM,11:00 AM,No,Zip Code,2/6/2025,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.9695241,-77.3866979
22380-PART-01,She Believes in Me : She Believes in Me,Active,10/21/2024,VA,VA Fairfax County,761 Elden Street Herndon VA 20170,(703) 328-2512,Saturday,Every week,9:30 AM,10:30 AM,No,ID,2/6/2025,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.9695241,-77.3866979
22380-PART-01,She Believes in Me : She Believes in Me,Active,10/21/2024,VA,VA Fairfax County,761 Elden Street Herndon VA 20170,(703) 328-2512,Monday,Every week,10:00 AM,11:00 AM,No,Zip Code,2/6/2025,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.9695241,-77.3866979
22459-PART-01,Love Donation Pantry : Love Donation Pantry,Active,2/24/2025,MD,MD Prince George's County,3450 Laurel Fort Meade Rd. Suite 101 Laurel MD 20708,(240) 486-4213,Friday,Every week,12:00 PM,Until Food Runs Out,No,,10/10/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,39.1002301,-76.8147863
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Monday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.,39.1291834,-77.2078502
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Tuesday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.,39.1291834,-77.2078502
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Wednesday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.,39.1291834,-77.2078502
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Thursday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.,39.1291834,-77.2078502
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Friday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.,39.1291834,-77.2078502
22555-PART-02,Annandale UMC : Annandale UMC,Active,2/22/2025,VA,VA Fairfax County,7901 Heritage Drive Annandale VA 22003,(703) 217-2514,Thursday,Every week,4:00 PM,6:30 PM,No,"ID,Zip Code",11/4/2024,Walk up,Pre-bagged or boxed groceries,Photo ID and proof of residency in 22003 ZIPcode. One food pickup per week per household.,38.8252541,-77.2132944
22561-PART-01,NW Community Food : NW Community Food,Active,2/20/2025,DC,DC Ward 3,4225 Connecticut AVE NW Washington DC DC 20008,(202) 594-0399,Sunday,Every week,1:00 PM,3:00 PM,No,,9/24/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals",,38.9439024,-77.0629707
22580-PART-01,First Alliance Church : First Alliance Church,Active,2/20/2025,MD,MD Montgomery County,14500 New Hampshire Ave Silver Spring MD 20904,(301) 785-8571,Tuesday,4th of the Month,6:00 PM,8:00 PM,No,,9/23/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",This is our indoor walk-in food pantry.  Please bring your own bags.,39.0563161,-76.9966445
22580-PART-01,First Alliance Church : First Alliance Church,Active,2/20/2025,MD,MD Montgomery County,14500 New Hampshire Ave Silver Spring MD 20904,(301) 785-8571,Saturday,2nd of the Month,9:30 AM,11:30 AM,No,,9/23/2024,Drive thru,"Loose groceries,Pre-bagged or boxed groceries",This is our drive thru event in the church parking lot.,39.0563161,-76.9966445
22633-PART-01,St Matthews Ken Jackson Food Closet : St. Matthews Ken Jackson Food Closet,Active,1/21/2025,VA,VA Fairfax County,8617 Little River Turnpike Annandale VA 22003,(703) 978-3500,Monday,Every week,5:00 PM,6:30 PM,No,ID,9/4/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","Distribution at door 3, Far left from front of church",38.8367396,-77.2439829
22633-PART-01,St Matthews Ken Jackson Food Closet : St. Matthews Ken Jackson Food Closet,Active,1/21/2025,VA,VA Fairfax County,8617 Little River Turnpike Annandale VA 22003,(703) 978-3500,Friday,Every week,9:00 AM,10:30 AM,No,ID,9/4/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","Distribution at door 3, Far left from front of church",38.8367396,-77.2439829
22634-PART-01,Grace Baptist Church : Grace Baptist Church,Active,2/20/2025,MD,MD Prince George's County,3121 Trinity Drive Bowie MD 20715,(301) 262-1767,Saturday,Every week,9:00 AM,11:30 AM,Yes,,9/23/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Participants must register for an appointment. We currently have a waitlist for new clients.,38.9750465,-76.7470449
22639-PART-01,Ports Town Church : Ports Town Church,Active,2/21/2025,MD,MD Prince George's County,4500 57th Ave Bladensburg MD 20717,(301) 525-6328,Monday,1st of the Month,6:00 PM,9:00 PM,No,,9/25/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.9455463,-76.9174458
22639-PART-01,Ports Town Church : Ports Town Church,Active,2/21/2025,MD,MD Prince George's County,4500 57th Ave Bladensburg MD 20717,(301) 525-6328,Sunday,3rd of the Month,11:00 AM,1:00 PM,No,,9/20/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",We will have boxes of non-perishable items available,38.9455463,-76.9174458
22663-PART-01,St. Peters in the Woods : St. Peters in the Woods,Active,2/24/2025,VA,VA Fairfax County,5911 Fairview Woods Drive Fairfax Station VA 22039,(703) 503-9210,Saturday,1st of the Month,11:00 AM,11:30 AM,No,,10/1/2024,Walk up,Pre-bagged or boxed groceries,,38.7970591,-77.3272891
19024-PART-02,Community Support Systems Inc : Community Support Systems Inc BADEN,Active,2/25/2025,MD,MD Prince George's County,13500 Baden Westwood Road Brandywine MD 20613,(301) 372-1491,Friday,Every week,9:30 AM,11:00 AM,No,"ID,Income,Zip Code",1/2/2025,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,Closed Friday 12/27,38.6604424,-76.7723911
19582-PART-01,We Are Family : We Are Family,Active,2/24/2025,DC,DC Ward 1,3335 Sherman Ave NW Washington DC 20001,(202) 487-8698,Saturday,3rd and 4th of the Month,10:00 AM,6:00 PM,No,,9/20/2024,Home Delivery,Pre-bagged or boxed groceries,"Provide emergency food by request, as needed. Please call Mark Andersen at 202-487-8698 to get more information. Thanks!",38.9315816,-77.0263815
19776-PART-01,Friends Of Douglas Community Center : Friends Of Douglass Community Center,Active,2/26/2025,DC,DC Ward 8,3261 Stanton Road SE Washington DC 20020,(202) 285-5354,Thursday,Every week,12:00 PM,6:00 PM,No,"ID,Income,Zip Code",12/17/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.8477205,-76.9807059
19776-PART-01,Friends Of Douglas Community Center : Friends Of Douglass Community Center,Active,2/26/2025,DC,DC Ward 8,3261 Stanton Road SE Washington DC 20020,(202) 285-5354,Saturday,1st of the Month,9:00 AM,12:00 PM,Yes,"ID,Income,Zip Code",9/20/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.8477205,-76.9807059
19768-PART-01,A Place For Hashem Ministries : A Place for Hashem Ministries,Active,2/14/2025,MD,MD Prince George's County,8100 Malcolm Rd Clinton MD 20735,,Saturday,1st of the Month,9:00 AM,12:00 PM,No,,9/29/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,38.778992,-76.888724
19837-PART-01,Church of The Redeemer of Gaithersburg : Church of The Redeemer of Gaithersburg,Active,12/4/2024,MD,MD Montgomery County,19425 Woodfield Road Gaithersburg MD 20879,(240) 238-1576,Saturday,3rd of the Month,10:00 AM,12:00 PM,No,,9/23/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,While supplies last.,39.1758982,-77.1496634
14830-PART-01,Faith United Ministries Outreach : Faith United Ministries Outreach,Active,2/24/2025,MD,MD Prince George's County,7905 Fernham Lane District Heights MD 20747,(301) 736-2383,Saturday,Every Other Week,8:00 AM,4:00 PM,No,,11/14/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,38.845956,-76.869174
19862-PART-01,The Upcounty Hub Inc : The Upcounty Hub Inc,Active,2/24/2025,MD,MD Montgomery County,12900 Middlebrook Road Suite 1100  Germantown  MD 20874,(240) 912-1068,Tuesday,Every Other Week,2:00 PM,3:00 PM,No,,10/2/2024,"Drive thru,Walk up",Pre-bagged or boxed groceries,,39.1789842,-77.2683808
19862-PART-01,The Upcounty Hub Inc : The Upcounty Hub Inc,Active,2/24/2025,MD,MD Montgomery County,12900 Middlebrook Road Suite 1100  Germantown  MD 20874,(240) 912-1068,Wednesday,Every week,1:00 PM,2:30 PM,No,,9/25/2024,"Drive thru,Walk up",Pre-bagged or boxed groceries,,39.1789842,-77.2683808
19862-PART-01,The Upcounty Hub Inc : The Upcounty Hub Inc,Active,2/24/2025,MD,MD Montgomery County,12900 Middlebrook Road Suite 1100  Germantown  MD 20874,(240) 912-1068,Thursday,Every week,11:00 AM,1:00 PM,Yes,Zip Code,9/25/2024,Home Delivery,Pre-bagged or boxed groceries,,39.1789842,-77.2683808
19382-PART-01,College Park Church of the Nazarene : College Park Community Food Bank,Active,2/19/2025,MD,MD Prince George's County,9704 Rhode Island Ave College Park MD 20740,(301) 364-4931,Saturday,Every week,9:30 AM,11:00 AM,No,,9/23/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,39.0120361,-76.9216451
19569-PART-01,Recovery Program Solutions of Virginia : Recovery Program Solutions of Virginia,Active,1/13/2025,VA,VA Fairfax County,7611 Little River Turnpike Suite E100 Annandale VA 22003,(703) 939-0869,Wednesday,Every week,10:00 AM,4:00 PM,No,Zip Code,10/1/2024,Walk up,"Pre-bagged or boxed groceries,Prepared meals",,38.8322741,-77.2081111
19569-PART-01,Recovery Program Solutions of Virginia : Recovery Program Solutions of Virginia,Active,1/13/2025,VA,VA Fairfax County,7611 Little River Turnpike Suite E100 Annandale VA 22003,(703) 939-0869,Monday,Every week,10:00 AM,4:00 PM,No,Zip Code,9/30/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.8322741,-77.2081111
19569-PART-01,Recovery Program Solutions of Virginia : Recovery Program Solutions of Virginia,Active,1/13/2025,VA,VA Fairfax County,7611 Little River Turnpike Suite E100 Annandale VA 22003,(703) 939-0869,Tuesday,Every week,10:00 AM,4:00 PM,No,Zip Code,9/30/2024,Walk up,"Pre-bagged or boxed groceries,Prepared meals",,38.8322741,-77.2081111
19842-PART-01,Mother of Light Center : Mother of Light Center,Active,2/22/2025,VA,VA City of Alexandria,421 Clifford Ave Alexandria VA 22305,(703) 508-5289,Saturday,Every week,10:00 AM,1:00 PM,Yes,"Income,Zip Code",10/2/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.8320336,-77.0531027
16850-PART-01,LINK Incorporated : LINK Mobile Food Pantry - Christ the Redeemer,Active,11/19/2024,VA,VA Fairfax County,"46833 Harry Byrd Highway, Sterling VA 20164",(703) 973-4444,As Needed,Every week,9:00 AM,5:00 PM,Yes,Zip Code,10/23/2024,Home Delivery,"Loose groceries,Pre-bagged or boxed groceries,Prepared meals",,39.0175285,-77.3797119
19862-PART-01,The Upcounty Hub Inc : The Upcounty Hub Inc,Active,2/24/2025,MD,MD Montgomery County,12900 Middlebrook Road Suite 1100  Germantown  MD 20874,(240) 912-1068,Thursday,Every week,2:00 PM,3:00 PM,No,Zip Code,10/3/2024,"Drive thru,Walk up",Pre-bagged or boxed groceries,,39.1789842,-77.2683808
19862-PART-01,The Upcounty Hub Inc : The Upcounty Hub Inc,Active,2/24/2025,MD,MD Montgomery County,12900 Middlebrook Road Suite 1100  Germantown  MD 20874,(240) 912-1068,Friday,Every week,9:00 AM,10:30 AM,No,,10/3/2024,"Drive thru,Walk up",Pre-bagged or boxed groceries,,39.1789842,-77.2683808
14222-PART-01,SevaTruck Foundation : SevaTruck Foundation,Active,2/19/2025,VA,VA Fairfax County,2815 Old Lee Hwy Fairfax Fairfax VA 22031,(202) 550-3018,Monday,Every week,3:00 PM,5:00 PM,Yes,,1/16/2025,Walk up,Other,"Braddock ES-7825 Heritage Dr, Annandale, VA 22003",38.8757888,-77.2392231
14222-PART-01,SevaTruck Foundation : SevaTruck Foundation,Active,2/19/2025,VA,VA Fairfax County,2815 Old Lee Hwy Fairfax Fairfax VA 22031,(202) 550-3018,Tuesday,Every week,3:00 PM,5:00 PM,Yes,,1/16/2025,Walk up,Prepared meals,"Braddock ES-7825 Heritage Dr, Annandale, VA 22003",38.8757888,-77.2392231
14222-PART-01,SevaTruck Foundation : SevaTruck Foundation,Active,2/19/2025,VA,VA Fairfax County,2815 Old Lee Hwy Fairfax Fairfax VA 22031,(202) 550-3018,Thursday,Every week,3:00 PM,5:00 PM,No,,1/16/2025,Walk up,Prepared meals,"Braddock ES-7825 Heritage Dr, Annandale, VA 22003",38.8757888,-77.2392231
22737-PART-01,The Family Place : The Family Place,Active,2/21/2025,DC,DC Ward 1,3309 16th St NW Washington DC DC 20010,(202) 644-1125,Wednesday,As Needed,10:00 AM,5:00 PM,No,Income,9/30/2024,,Pre-bagged or boxed groceries,"Our pantry is available to anyone in need, Monday through Friday from 10-5 pm, as long as we have food available we will provide you with a bag of food..",38.9319143,-77.036063
22737-PART-01,The Family Place : The Family Place,Active,2/21/2025,DC,DC Ward 1,3309 16th St NW Washington DC DC 20010,(202) 644-1125,Wednesday,2nd of the Month,12:30 PM,2:00 PM,No,Income,9/30/2024,,Pre-bagged or boxed groceries,"Every second Wednesday of the month, we have a distribution for the entire community, many times we have fresh products, the distribution will last until everything is gone.",38.9319143,-77.036063
22737-PART-01,The Family Place : The Family Place,Active,2/21/2025,DC,DC Ward 1,3309 16th St NW Washington DC DC 20010,(202) 644-1125,Friday,Every week,10:00 AM,2:00 PM,No,Income,10/2/2024,,Loose groceries,We always have emergency food bags,38.9319143,-77.036063
22739-PART-01,University of District of Columbia : University of District of Columbia,Active,1/30/2025,DC,DC Ward 3,4250 Connecticut Ave NW Washington DC DC 20008,(202) 603-5090,Monday,Every week,11:00 AM,7:00 PM,No,ID,1/30/2025,Walk up,Loose groceries,Student ID Required for Entry,38.9444744,-77.064239
22739-PART-01,University of District of Columbia : University of District of Columbia,Active,1/30/2025,DC,DC Ward 3,4250 Connecticut Ave NW Washington DC DC 20008,(202) 603-5090,Tuesday,Every week,10:00 AM,7:00 PM,No,ID,1/30/2025,Walk up,Loose groceries,Student ID Required for Entry,38.9444744,-77.064239
22739-PART-01,University of District of Columbia : University of District of Columbia,Active,1/30/2025,DC,DC Ward 3,4250 Connecticut Ave NW Washington DC DC 20008,(202) 603-5090,Wednesday,Every week,2:00 PM,7:00 PM,No,ID,1/30/2025,Walk up,Loose groceries,Student ID Required for Entry,38.9444744,-77.064239
